from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2023-10-18T08:03:00-07:00,2023-10-18T08:12:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.9999995231628,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":390,""distance"":268.02001953125,""metcumul"":17.939998626709}",,2023-10-20T23:34:52-07:00
2023-10-18T08:23:00-07:00,2023-10-18T08:33:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":9.668999671936,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":542,""distance"":363.33999633789,""metcumul"":22.680000305176}",,2023-10-20T23:34:52-07:00
2023-10-19T15:17:00-07:00,2023-10-19T15:25:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.888999938965,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":650,""distance"":445.93997192383,""metcumul"":26.200000762939}",,2023-10-20T23:34:54-07:00
2023-10-19T17:29:00-07:00,2023-10-19T17:42:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":19.859001159668,""effduration"":720,""intensity"":0,""hr_average"":116,""hr_min"":113,""hr_max"":119,""hr_zone_0"":0,""hr_zone_1"":621,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1231,""distance"":835.95001220703,""metcumul"":44.48999786377}",,2023-10-20T23:34:54-07:00
2023-10-19T20:34:00-07:00,2023-10-19T21:00:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":197.86798095703,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":6,""distance"":4.4299998283386,""metcumul"":14}",,2023-10-21T09:38:11-07:00
2023-10-21T13:42:00-07:00,2023-10-21T14:05:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":39.384735107422,""effduration"":1380,""intensity"":0,""pause_duration"":0,""steps"":2062,""distance"":1421.1199951172,""metcumul"":80.709991455078}",,2023-10-21T21:17:32-07:00
2023-10-21T14:22:00-07:00,2023-10-21T14:39:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":31.700002670288,""effduration"":1020,""intensity"":0,""pause_duration"":0,""steps"":1742,""distance"":1211.1398925781,""metcumul"":67.569999694824}",,2023-10-24T14:49:24-07:00
2023-10-24T08:09:00-07:00,2023-10-24T08:16:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.4700002670288,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":379,""distance"":248.37998962402,""metcumul"":15.659999847412}",,2023-10-29T22:44:50-07:00
2023-10-24T08:31:00-07:00,2023-10-24T08:42:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":15.130001068115,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":859,""distance"":579.75,""metcumul"":34.450000762939}",,2023-10-29T22:44:50-07:00
2023-10-25T08:06:00-07:00,2023-10-25T08:14:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":5.7600002288818,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":317,""distance"":221.23001098633,""metcumul"":15.090001106262}",,2023-10-29T22:44:52-07:00
2023-10-25T08:23:00-07:00,2023-10-25T08:31:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.439999580383,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":623,""distance"":438.55999755859,""metcumul"":25.079999923706}",,2023-10-29T22:44:52-07:00
2023-10-25T15:07:00-07:00,2023-10-25T15:15:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":11.339999198914,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":615,""distance"":409.79998779297,""metcumul"":25.39999961853}",,2023-10-29T22:44:53-07:00
2023-10-25T15:38:00-07:00,2023-10-25T15:44:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.1600003242493,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":350,""distance"":233.45001220703,""metcumul"":14.989999771118}",,2023-10-29T22:44:54-07:00
2023-10-28T13:26:00-07:00,2023-10-28T13:37:00-07:00,,,America/Los_Angeles,Cycling,"{""calories"":83.713371276855,""effduration"":480,""intensity"":0,""pause_duration"":0,""metcumul"":8}",,2023-10-29T22:44:56-07:00
2023-10-28T15:05:00-07:00,2023-10-28T15:10:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":7.1299996376038,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":402,""distance"":269.79998779297,""metcumul"":16.599998474121}",,2023-10-29T22:44:57-07:00
2023-10-29T17:52:00-07:00,2023-10-29T18:27:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":54.369998931885,""effduration"":2040,""intensity"":0,""hr_average"":111,""hr_min"":105,""hr_max"":117,""hr_zone_0"":0,""hr_zone_1"":1240,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":3007,""distance"":2004.3400878906,""metcumul"":122.11999511719}",,2023-11-13T15:36:03-08:00
2023-10-29T18:44:00-07:00,2023-10-29T18:51:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.176085472107,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":620,""distance"":417.82995605469,""metcumul"":21.049999237061}",,2023-11-13T15:36:03-08:00
2023-10-31T08:04:00-07:00,2023-10-31T08:12:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.9300003051758,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":382,""distance"":261.91000366211,""metcumul"":18.039999008179}",,2023-11-13T15:36:57-08:00
2023-10-31T13:15:00-07:00,2023-10-31T13:26:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":13.539999008179,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":787,""distance"":513.45001220703,""metcumul"":32.420001983643}",,2023-11-13T15:36:58-08:00
2023-10-31T15:37:00-07:00,2023-10-31T15:49:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":12.019999504089,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":709,""distance"":461.13900756836,""metcumul"":28.680000305176}",,2023-11-13T15:36:58-08:00
2023-10-31T19:14:00-07:00,2023-10-31T19:44:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":35.419998168945,""effduration"":1560,""intensity"":0,""pause_duration"":0,""steps"":1979,""distance"":1285.8798828125,""metcumul"":83.748008728027}",,2023-11-13T15:36:58-08:00
2023-11-01T08:55:00-07:00,2023-11-01T09:02:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.029999732971,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":537,""distance"":369.16998291016,""metcumul"":20.900001525879}",,2023-11-13T15:36:59-08:00
2023-11-01T11:16:00-07:00,2023-11-01T11:21:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":3.9300003051758,""effduration"":240,""intensity"":0,""pause_duration"":0,""steps"":236,""distance"":151.44000244141,""metcumul"":10.619999885559}",,2023-11-13T15:37:00-08:00
2023-11-01T11:26:00-07:00,2023-11-01T11:33:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":6.7699999809265,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":345,""distance"":232.63998413086,""metcumul"":16.589998245239}",,2023-11-13T15:37:00-08:00
2023-11-02T16:02:00-07:00,2023-11-02T16:09:00-07:00,,,America/Los_Angeles,Walking,"{""calories"":10.099999427795,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":564,""distance"":387.48999023438,""metcumul"":22.278999328613}",,2023-11-13T15:37:02-08:00
2023-11-05T16:54:00-08:00,2023-11-05T17:01:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":8.789999961853,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":498,""distance"":336.94000244141,""metcumul"":20.249998092651}",,2023-11-13T15:37:03-08:00
2023-11-05T18:38:00-08:00,2023-11-05T18:52:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":16.569999694824,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":944,""distance"":635.53009033203,""metcumul"":39.990001678467}",,2023-11-13T15:37:04-08:00
2023-11-06T13:16:00-08:00,2023-11-06T13:37:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":32.357002258301,""effduration"":1200,""intensity"":0,""pause_duration"":0,""steps"":1797,""distance"":1227.0998535156,""metcumul"":72.379997253418}",,2023-11-13T15:37:05-08:00
2023-11-06T13:48:00-08:00,2023-11-06T14:08:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":30.280002593994,""effduration"":1140,""intensity"":0,""pause_duration"":0,""steps"":1726,""distance"":1167.7901611328,""metcumul"":67.510009765625}",,2023-11-13T15:37:05-08:00
2023-11-07T15:34:00-08:00,2023-11-07T16:01:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":22.85000038147,""effduration"":1140,""intensity"":0,""pause_duration"":0,""steps"":1211,""distance"":870,""metcumul"":54.478992462158}",,2023-11-13T15:37:06-08:00
2023-11-07T17:19:00-08:00,2023-11-07T17:36:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":22.709999084473,""effduration"":960,""intensity"":0,""hr_average"":102,""hr_min"":96,""hr_max"":109,""hr_zone_0"":0,""hr_zone_1"":623,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1301,""distance"":869.78009033203,""metcumul"":53.48999786377}",,2023-11-13T15:37:06-08:00
2023-11-07T20:25:00-08:00,2023-11-07T20:35:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":76.103065490723,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":13,""distance"":8.289999961853,""metcumul"":5.289999961853}",,2023-11-13T15:37:07-08:00
2023-11-08T08:49:00-08:00,2023-11-08T08:56:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":7.4200000762939,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":408,""distance"":284.38000488281,""metcumul"":17.859998703003}",,2023-11-13T15:37:08-08:00
2023-11-08T12:19:00-08:00,2023-11-08T12:30:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":14.659999847412,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":834,""distance"":552.13000488281,""metcumul"":34.110000610352}",,2023-11-13T15:37:09-08:00
2023-11-08T15:08:00-08:00,2023-11-08T15:15:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":9.4400005340576,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":525,""distance"":347.42999267578,""metcumul"":21.279998779297}",,2023-11-13T15:37:09-08:00
2023-11-08T15:41:00-08:00,2023-11-08T15:48:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":8.4200000762939,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":500,""distance"":323.46002197266,""metcumul"":20.069999694824}",,2023-11-14T18:10:14-08:00
2023-11-09T17:21:00-08:00,2023-11-09T17:35:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":21.360000610352,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":1174,""distance"":809.14996337891,""metcumul"":47.299999237061}",,2023-11-14T18:10:15-08:00
2023-11-12T17:01:00-08:00,2023-11-12T17:42:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":46.110000610352,""effduration"":2340,""intensity"":0,""hr_average"":103,""hr_min"":98,""hr_max"":109,""hr_zone_0"":0,""hr_zone_1"":1887,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":2692,""distance"":1806.7800292969,""metcumul"":113.57000732422}",,2023-11-14T18:10:17-08:00
2023-11-12T18:02:00-08:00,2023-11-12T18:17:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":22.689001083374,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":1284,""distance"":866.90997314453,""metcumul"":50.610004425049}",,2023-11-14T18:10:17-08:00
2023-11-14T15:53:00-08:00,2023-11-14T15:59:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":8.9699993133545,""effduration"":300,""intensity"":0,""pause_duration"":0,""steps"":458,""distance"":312.86001586914,""metcumul"":19.26000213623}",,2023-11-15T04:45:12-08:00
2023-11-14T17:36:00-08:00,2023-11-14T17:46:00-08:00,,,America/Los_Angeles,Other,"{""calories"":83.581405639648,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":323,""distance"":222.76000976562,""metcumul"":16.449998855591}",,2023-11-15T04:45:13-08:00
2023-11-14T18:00:00-08:00,2023-11-14T18:10:00-08:00,,,America/Los_Angeles,Other,"{""calories"":83.581405639648,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":497,""distance"":361.36999511719,""metcumul"":21.909999847412}",,2023-11-16T17:36:23-08:00
2023-11-16T17:25:00-08:00,2023-11-16T17:39:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":20.42799949646,""effduration"":720,""intensity"":0,""hr_average"":101,""hr_min"":95,""hr_max"":109,""hr_zone_0"":0,""hr_zone_1"":642,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1116,""distance"":782.80993652344,""metcumul"":44.729995727539}",,2023-11-19T00:08:30-08:00
2023-11-18T14:38:00-08:00,2023-11-18T15:25:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":58.590431213379,""effduration"":2280,""intensity"":0,""pause_duration"":0,""steps"":3216,""distance"":2145.7897949219,""metcumul"":129.80001831055}",,2023-11-20T21:47:47-08:00
2023-11-18T18:33:00-08:00,2023-11-18T18:46:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":98.933990478516,""effduration"":480,""intensity"":0,""pause_duration"":0,""metcumul"":8}",,2023-11-20T21:47:48-08:00
2023-11-20T18:21:00-08:00,2023-11-20T18:34:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":22.729000091553,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":1241,""distance"":850.69000244141,""metcumul"":49.520004272461}",,2023-11-26T17:19:07-08:00
2023-11-19T14:49:00-08:00,2023-11-19T15:22:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":34.629001617432,""effduration"":1793,""intensity"":0,""pause_duration"":0,""steps"":2122,""distance"":1312.0220947266,""metcumul"":9.7270002365112}",,2023-11-21T00:41:01-08:00
2023-11-22T08:00:00-08:00,2023-11-22T08:14:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":106.54429626465,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":23,""distance"":17.139999389648,""metcumul"":7.5700001716614}",,2023-11-26T17:19:09-08:00
2023-11-23T09:14:00-08:00,2023-11-23T09:24:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":76.103065490723,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":27,""distance"":18.690000534058,""metcumul"":8.1700000762939}",,2023-11-26T17:19:10-08:00
2023-11-23T09:49:00-08:00,2023-11-23T10:06:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":129.37521362305,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":110,""distance"":70.269996643066,""metcumul"":12.10000038147}",,2023-11-26T17:19:10-08:00
2023-11-23T16:49:00-08:00,2023-11-23T17:16:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":205.47828674316,""effduration"":1141,""intensity"":0,""pause_duration"":0,""steps"":73,""distance"":50.880001068115,""metcumul"":21.14999961853}",,2023-11-26T17:19:11-08:00
2023-11-23T17:38:00-08:00,2023-11-23T17:54:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":121.76490783691,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":6,""distance"":3.710000038147,""metcumul"":8.1199998855591}",,2023-11-26T17:19:11-08:00
2023-11-28T17:21:00-08:00,2023-11-28T17:32:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":20.539999008179,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":1126,""distance"":785.88995361328,""metcumul"":43.770000457764}",,2023-12-05T15:34:45-08:00
2023-11-30T17:13:00-08:00,2023-11-30T17:24:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":9.2799997329712,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":494,""distance"":355.68002319336,""metcumul"":21.409999847412}",,2023-12-05T15:34:47-08:00
2023-11-30T17:30:00-08:00,2023-11-30T17:51:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":32.360000610352,""effduration"":1140,""intensity"":0,""hr_average"":106,""hr_min"":93,""hr_max"":118,""hr_zone_0"":0,""hr_zone_1"":654,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":1734,""distance"":1229.2901611328,""metcumul"":70.200004577637}",,2023-12-05T15:34:47-08:00
2023-12-02T11:11:00-08:00,2023-12-02T11:35:00-08:00,,,America/Los_Angeles,Cycling,"{""calories"":194.54885864258,""effduration"":840,""intensity"":0,""hr_average"":96,""hr_min"":96,""hr_max"":97,""hr_zone_0"":0,""hr_zone_1"":727,""hr_zone_2"":0,""hr_zone_3"":0,""pause_duration"":0,""steps"":9,""distance"":7.1300001144409,""metcumul"":14.260000228882}",,2023-12-05T15:34:49-08:00
2023-12-02T19:30:00-08:00,2023-12-02T19:45:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":17.549999237061,""effduration"":840,""intensity"":0,""pause_duration"":0,""steps"":934,""distance"":627.39001464844,""metcumul"":40.349998474121}",,2023-12-05T15:35:10-08:00
2023-12-05T08:31:00-08:00,2023-12-05T08:42:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":15.159998893738,""effduration"":540,""intensity"":0,""pause_duration"":0,""steps"":796,""distance"":538.47998046875,""metcumul"":32.100002288818}",,2023-12-08T16:12:36-08:00
2023-12-05T15:42:00-08:00,2023-12-05T15:48:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":11.570000648499,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":629,""distance"":413.54000854492,""metcumul"":24.040000915527}",,2023-12-08T16:12:37-08:00
2023-12-05T17:39:00-08:00,2023-12-05T17:46:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":8.3500003814697,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":444,""distance"":298.99996948242,""metcumul"":18.75}",,2023-12-08T16:12:37-08:00
2023-12-06T12:41:00-08:00,2023-12-06T12:50:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":14.89999961853,""effduration"":480,""intensity"":0,""pause_duration"":0,""steps"":750,""distance"":532.98004150391,""metcumul"":29.959999084473}",,2023-12-08T16:12:38-08:00
2023-12-06T15:24:00-08:00,2023-12-06T15:38:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":27.310001373291,""effduration"":780,""intensity"":0,""pause_duration"":0,""steps"":1377,""distance"":972.06994628906,""metcumul"":53.450000762939}",,2023-12-08T16:12:38-08:00
2023-12-08T13:49:00-08:00,2023-12-08T13:56:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":8.0299997329712,""effduration"":360,""intensity"":0,""pause_duration"":0,""steps"":397,""distance"":278.78997802734,""metcumul"":17.790000915527}",,2023-12-11T12:41:36-08:00
2023-12-07T17:10:00-08:00,2023-12-07T17:20:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":17.434999465942,""effduration"":598,""intensity"":0,""pause_duration"":0,""steps"":1003,""distance"":620.15002441406,""metcumul"":2.8670001029968}",,2023-12-09T19:45:03-08:00
2023-12-08T17:53:00-08:00,2023-12-08T18:32:00-08:00,,,America/Los_Angeles,Walking,"{""calories"":48.98999786377,""effduration"":2160,""intensity"":0,""hr_average"":112,""hr_min"":105,""hr_max"":138,""hr_zone_0"":0,""hr_zone_1"":1498,""hr_zone_2"":363,""hr_zone_3"":0,""pause_duration"":0,""steps"":2578,""distance"":1757.4700927734,""metcumul"":109.58999633789}",,2023-12-18T10:18:05-08:00
2023-12-12T16:08:00-08:00,2023-12-12T16:26:00-08:00,,,America/Toronto,Walking,"{""calories"":14.470000267029,""effduration"":660,""intensity"":0,""pause_duration"":0,""steps"":725,""distance"":504.41003417969,""metcumul"":32.150001525879}",,2023-12-18T10:18:07-08:00
2023-12-12T16:36:00-08:00,2023-12-12T16:45:00-08:00,,,America/Toronto,Walking,"{""calories"":12.089999198914,""effduration"":420,""intensity"":0,""pause_duration"":0,""steps"":629,""distance"":431.99996948242,""metcumul"":25.239999771118}",,2023-12-18T10:18:08-08:00
2023-12-12T18:56:00-08:00,2023-12-12T19:07:00-08:00,,,America/Toronto,Walking,"{""calories"":21.539999008179,""effduration"":600,""intensity"":0,""pause_duration"":0,""steps"":1075,""distance"":769.77001953125,""metcumul"":41.529998779297}",,2023-12-18T10:18:08-08:00
